Cuntrycd,Stkcd,Stknme,Conme,,Prefix
10,300171,东富龙,上海东富龙科技股份有限公司,,szcn
10,300172,中电环保,中电环保股份有限公司,,szcn
10,300173,智慧松德,松德智慧装备股份有限公司,,szcn
10,300174,元力股份,福建元力活性炭股份有限公司,,szcn
10,300175,朗源股份,朗源股份有限公司,,szcn
10,300176,鸿特精密,广东鸿特精密技术股份有限公司,,szcn
10,300177,中海达,广州中海达卫星导航技术股份有限公司,,szcn
10,300178,腾邦国际,深圳市腾邦国际商业服务股份有限公司,,szcn
10,300179,四方达,河南四方达超硬材料股份有限公司,,szcn
10,300180,华峰超纤,上海华峰超纤材料股份有限公司,,szcn
10,300181,佐力药业,浙江佐力药业股份有限公司,,szcn
10,300182,捷成股份,北京捷成世纪科技股份有限公司,,szcn
10,300183,东软载波,青岛东软载波科技股份有限公司,,szcn
10,300184,力源信息,武汉力源信息技术股份有限公司,,szcn
10,300185,通裕重工,通裕重工股份有限公司,,szcn
10,300186,大华农,广东大华农动物保健品股份有限公司,,szcn
10,300187,永清环保,永清环保股份有限公司,,szcn
10,300188,美亚柏科,厦门市美亚柏科信息股份有限公司,,szcn
10,300189,神农基因,海南神农基因科技股份有限公司,,szcn
10,300190,维尔利,江苏维尔利环保科技股份有限公司,,szcn
10,300191,潜能恒信,潜能恒信能源技术股份有限公司,,szcn
10,300192,科斯伍德,苏州科斯伍德油墨股份有限公司,,szcn
10,300193,佳士科技,深圳市佳士科技股份有限公司,,szcn
10,300194,福安药业,福安药业(集团)股份有限公司,,szcn
10,300195,长荣股份,天津长荣印刷设备股份有限公司,,szcn
10,300196,长海股份,江苏长海复合材料股份有限公司,,szcn
10,300197,铁汉生态,深圳市铁汉生态环境股份有限公司,,szcn
10,300198,纳川股份,福建纳川管材科技股份有限公司,,szcn
10,300199,翰宇药业,深圳翰宇药业股份有限公司,,szcn
10,300200,高盟新材,北京高盟新材料股份有限公司,,szcn
10,300201,海伦哲,徐州海伦哲专用车辆股份有限公司,,szcn
10,300202,聚龙股份,聚龙股份有限公司,,szcn
10,300203,聚光科技,聚光科技(杭州)股份有限公司,,szcn
10,300204,舒泰神,舒泰神(北京)生物制药股份有限公司,,szcn
10,300205,天喻信息,武汉天喻信息产业股份有限公司,,szcn
10,300206,理邦仪器,深圳市理邦精密仪器股份有限公司,,szcn
10,300207,欣旺达,欣旺达电子股份有限公司,,szcn
10,300208,恒顺众昇,青岛市恒顺众昇集团股份有限公司,,szcn
10,300209,天泽信息,天泽信息产业股份有限公司,,szcn
10,300210,森远股份,鞍山森远路桥股份有限公司,,szcn
10,300211,亿通科技,江苏亿通高科技股份有限公司,,szcn
10,300212,易华录,北京易华录信息技术股份有限公司,,szcn
10,300213,佳讯飞鸿,北京佳讯飞鸿电气股份有限公司,,szcn
10,300214,日科化学,山东日科化学股份有限公司,,szcn
10,300215,电科院,苏州电器科学研究院股份有限公司,,szcn
10,300216,千山药机,湖南千山制药机械股份有限公司,,szcn
10,300217,东方电热,镇江东方电热科技股份有限公司,,szcn
10,300218,安利股份,安徽安利材料科技股份有限公司,,szcn
10,300219,鸿利智汇,鸿利智汇集团股份有限公司,,szcn
10,300220,金运激光,武汉金运激光股份有限公司,,szcn
10,300221,银禧科技,广东银禧科技股份有限公司,,szcn
10,300222,科大智能,科大智能科技股份有限公司,,szcn
10,300223,北京君正,北京君正集成电路股份有限公司,,szcn
10,300224,正海磁材,烟台正海磁性材料股份有限公司,,szcn
10,300225,金力泰,上海金力泰化工股份有限公司,,szcn
10,300226,上海钢联,上海钢联电子商务股份有限公司,,szcn
10,300227,光韵达,深圳光韵达光电科技股份有限公司,,szcn
10,300228,富瑞特装,张家港富瑞特种装备股份有限公司,,szcn
10,300229,拓尔思,北京拓尔思信息技术股份有限公司,,szcn
10,300230,永利股份,上海永利带业股份有限公司,,szcn
10,300231,银信科技,北京银信长远科技股份有限公司,,szcn
10,300232,洲明科技,深圳市洲明科技股份有限公司,,szcn
10,300233,金城医药,山东金城医药股份有限公司,,szcn
10,300234,开尔新材,浙江开尔新材料股份有限公司,,szcn
10,300235,方直科技,深圳市方直科技股份有限公司,,szcn
10,300236,上海新阳,上海新阳半导体材料股份有限公司,,szcn
10,300237,美晨科技,山东美晨科技股份有限公司,,szcn
10,300238,冠昊生物,冠昊生物科技股份有限公司,,szcn
10,300239,东宝生物,包头东宝生物技术股份有限公司,,szcn
10,300240,飞力达,江苏飞力达国际物流股份有限公司,,szcn
10,300241,瑞丰光电,深圳市瑞丰光电子股份有限公司,,szcn
10,300242,明家联合,广东明家联合移动科技股份有限公司,,szcn
10,300243,瑞丰高材,山东瑞丰高分子材料股份有限公司,,szcn
10,300244,迪安诊断,浙江迪安诊断技术股份有限公司,,szcn
10,300245,天玑科技,上海天玑科技股份有限公司,,szcn
10,300246,宝莱特,广东宝莱特医用科技股份有限公司,,szcn
10,300247,乐金健康,安徽乐金健康科技股份有限公司,,szcn
10,300248,新开普,新开普电子股份有限公司,,szcn
10,300249,依米康,四川依米康环境科技股份有限公司,,szcn
10,300250,初灵信息,杭州初灵信息技术股份有限公司,,szcn
10,300251,光线传媒,北京光线传媒股份有限公司,,szcn
10,300252,金信诺,深圳金信诺高新技术股份有限公司,,szcn
10,300253,卫宁健康,卫宁健康科技集团股份有限公司,,szcn
10,300254,仟源医药,山西仟源医药集团股份有限公司,,szcn
10,300255,常山药业,河北常山生化药业股份有限公司,,szcn
10,300256,星星科技,浙江星星科技股份有限公司,,szcn
10,300257,开山股份,浙江开山压缩机股份有限公司,,szcn
10,300258,精锻科技,江苏太平洋精锻科技股份有限公司,,szcn
10,300259,新天科技,新天科技股份有限公司,,szcn
10,300260,新莱应材,昆山新莱洁净应用材料股份有限公司,,szcn
10,300261,雅本化学,雅本化学股份有限公司,,szcn
10,300262,巴安水务,上海巴安水务股份有限公司,,szcn
10,300263,隆华节能,洛阳隆华传热节能股份有限公司,,szcn
10,300264,佳创视讯,深圳市佳创视讯技术股份有限公司,,szcn
10,300265,通光线缆,江苏通光电子线缆股份有限公司,,szcn
10,300266,兴源环境,兴源环境科技股份有限公司,,szcn
10,300267,尔康制药,湖南尔康制药股份有限公司,,szcn
10,300268,万福生科,万福生科(湖南)农业开发股份有限公司,,szcn
10,300269,联建光电,深圳市联建光电股份有限公司,,szcn
10,300270,中威电子,杭州中威电子股份有限公司,,szcn
10,300271,华宇软件,北京华宇软件股份有限公司,,szcn
10,300272,开能环保,上海开能环保设备股份有限公司,,szcn
10,300273,和佳股份,珠海和佳医疗设备股份有限公司,,szcn
10,300274,阳光电源,阳光电源股份有限公司,,szcn
10,300275,梅安森,重庆梅安森科技股份有限公司,,szcn
10,300276,三丰智能,湖北三丰智能输送装备股份有限公司,,szcn
10,300277,海联讯,深圳海联讯科技股份有限公司,,szcn
10,300278,华昌达,湖北华昌达智能装备股份有限公司,,szcn
10,300279,和晶科技,无锡和晶科技股份有限公司,,szcn
10,300280,南通锻压,南通锻压设备股份有限公司,,szcn
10,300281,金明精机,广东金明精机股份有限公司,,szcn
10,300282,汇冠股份,北京汇冠新技术股份有限公司,,szcn
10,300283,温州宏丰,温州宏丰电工合金股份有限公司,,szcn
10,300284,苏交科,苏交科集团股份有限公司,,szcn
10,300285,国瓷材料,山东国瓷功能材料股份有限公司,,szcn
10,300286,安科瑞,安科瑞电气股份有限公司,,szcn
10,300287,飞利信,北京飞利信科技股份有限公司,,szcn
10,300288,朗玛信息,贵阳朗玛信息技术股份有限公司,,szcn
10,300289,利德曼,北京利德曼生化股份有限公司,,szcn
10,300290,荣科科技,荣科科技股份有限公司,,szcn
10,300291,华录百纳,北京华录百纳影视股份有限公司,,szcn
10,300292,吴通控股,吴通控股集团股份有限公司,,szcn
10,300293,蓝英装备,沈阳蓝英工业自动化装备股份有限公司,,szcn
10,300294,博雅生物,江西博雅生物制药股份有限公司,,szcn
10,300295,三六五网,江苏三六五网络股份有限公司,,szcn
10,300296,利亚德,利亚德光电股份有限公司,,szcn
10,300297,蓝盾股份,蓝盾信息安全技术股份有限公司,,szcn
10,300298,三诺生物,三诺生物传感股份有限公司,,szcn
10,300299,富春通信,富春通信股份有限公司,,szcn
10,300300,汉鼎宇佑,汉鼎宇佑互联网股份有限公司,,szcn
10,300301,长方集团,深圳市长方集团股份有限公司,,szcn
10,300302,同有科技,北京同有飞骥科技股份有限公司,,szcn
10,300303,聚飞光电,深圳市聚飞光电股份有限公司,,szcn
10,300304,云意电气,江苏云意电气股份有限公司,,szcn
10,300305,裕兴股份,江苏裕兴薄膜科技股份有限公司,,szcn
10,300306,远方光电,杭州远方光电信息股份有限公司,,szcn
10,300307,慈星股份,宁波慈星股份有限公司,,szcn
10,300308,中际装备,山东中际电工装备股份有限公司,,szcn
10,300309,吉艾科技,吉艾科技(北京)股份公司,,szcn
10,300310,宜通世纪,广东宜通世纪科技股份有限公司,,szcn
10,300311,任子行,任子行网络技术股份有限公司,,szcn
10,300312,邦讯技术,邦讯技术股份有限公司,,szcn
10,300313,天山生物,新疆天山畜牧生物工程股份有限公司,,szcn
10,300314,戴维医疗,宁波戴维医疗器械股份有限公司,,szcn
10,300315,掌趣科技,北京掌趣科技股份有限公司,,szcn
10,300316,晶盛机电,浙江晶盛机电股份有限公司,,szcn
10,300317,珈伟股份,深圳珈伟光伏照明股份有限公司,,szcn
10,300318,博晖创新,北京博晖创新光电技术股份有限公司,,szcn
10,300319,麦捷科技,深圳市麦捷微电子科技股份有限公司,,szcn
10,300320,海达股份,江阴海达橡塑股份有限公司,,szcn
10,300321,同大股份,山东同大海岛新材料股份有限公司,,szcn
10,300322,硕贝德,惠州硕贝德无线科技股份有限公司,,szcn
10,300323,华灿光电,华灿光电股份有限公司,,szcn
10,300324,旋极信息,北京旋极信息技术股份有限公司,,szcn
10,300325,德威新材,江苏德威新材料股份有限公司,,szcn
10,300326,凯利泰,上海凯利泰医疗科技股份有限公司,,szcn
10,300327,中颖电子,中颖电子股份有限公司,,szcn
10,300328,宜安科技,东莞宜安科技股份有限公司,,szcn
10,300329,海伦钢琴,海伦钢琴股份有限公司,,szcn
10,300330,华虹计通,上海华虹计通智能系统股份有限公司,,szcn
10,300331,苏大维格,苏州苏大维格光电科技股份有限公司,,szcn
10,300332,天壕环境,天壕环境股份有限公司,,szcn
10,300333,兆日科技,深圳兆日科技股份有限公司,,szcn
10,300334,津膜科技,天津膜天膜科技股份有限公司,,szcn
10,300335,迪森股份,广州迪森热能技术股份有限公司,,szcn
10,300336,新文化,上海新文化传媒集团股份有限公司,,szcn
10,300337,银邦股份,银邦金属复合材料股份有限公司,,szcn
10,300338,开元仪器,长沙开元仪器股份有限公司,,szcn
10,300339,润和软件,江苏润和软件股份有限公司,,szcn
10,300340,科恒股份,江门市科恒实业股份有限公司,,szcn
10,300341,麦迪电气,麦克奥迪(厦门)电气股份有限公司,,szcn
10,300342,天银机电,常熟市天银机电股份有限公司,,szcn
10,300343,联创互联,山东联创互联网传媒股份有限公司,,szcn
10,300344,太空板业,北京太空板业股份有限公司,,szcn
10,300345,红宇新材,湖南红宇耐磨新材料股份有限公司,,szcn
10,300346,南大光电,江苏南大光电材料股份有限公司,,szcn
10,300347,泰格医药,杭州泰格医药科技股份有限公司,,szcn
10,300348,长亮科技,深圳市长亮科技股份有限公司,,szcn
10,300349,金卡股份,金卡高科技股份有限公司,,szcn
10,300350,华鹏飞,深圳市华鹏飞现代物流股份有限公司,,szcn
10,300351,永贵电器,浙江永贵电器股份有限公司,,szcn
10,300352,北信源,北京北信源软件股份有限公司,,szcn
10,300353,东土科技,北京东土科技股份有限公司,,szcn
10,300354,东华测试,江苏东华测试技术股份有限公司,,szcn
10,300355,蒙草生态,内蒙古蒙草生态环境(集团)股份有限公司,,szcn
10,300356,光一科技,光一科技股份有限公司,,szcn
10,300357,我武生物,浙江我武生物科技股份有限公司,,szcn
10,300358,楚天科技,楚天科技股份有限公司,,szcn
10,300359,全通教育,广东全通教育股份有限公司,,szcn
10,300360,炬华科技,杭州炬华科技股份有限公司,,szcn
10,300362,天翔环境,成都天翔环境股份有限公司,,szcn
10,300363,博腾股份,重庆博腾制药科技股份有限公司,,szcn
10,300364,中文在线,中文在线数字出版集团股份有限公司,,szcn
10,300365,恒华科技,北京恒华伟业科技股份有限公司,,szcn
10,300366,创意信息,四川创意信息技术股份有限公司,,szcn
10,300367,东方网力,东方网力科技股份有限公司,,szcn
10,300368,汇金股份,河北汇金机电股份有限公司,,szcn
10,300369,绿盟科技,北京神州绿盟信息安全科技股份有限公司,,szcn
10,300370,安控科技,北京安控科技股份有限公司,,szcn
10,300371,汇中股份,汇中仪表股份有限公司,,szcn
10,300372,欣泰电气,丹东欣泰电气股份有限公司,,szcn
10,300373,扬杰科技,扬州扬杰电子科技股份有限公司,,szcn
10,300374,恒通科技,北京恒通创新赛木科技股份有限公司,,szcn
10,300375,鹏翎股份,天津鹏翎胶管股份有限公司,,szcn
10,300376,易事特,易事特集团股份有限公司,,szcn
10,300377,赢时胜,深圳市赢时胜信息技术股份有限公司,,szcn
10,300378,鼎捷软件,鼎捷软件股份有限公司,,szcn
10,300379,东方通,北京东方通科技股份有限公司,,szcn
10,300380,安硕信息,上海安硕信息技术股份有限公司,,szcn
10,300381,溢多利,广东溢多利生物科技股份有限公司,,szcn
10,300382,斯莱克,苏州斯莱克精密设备股份有限公司,,szcn
10,300383,光环新网,北京光环新网科技股份有限公司,,szcn
10,300384,三联虹普,北京三联虹普新合纤技术服务股份有限公司,,szcn
10,300385,雪浪环境,无锡雪浪环境科技股份有限公司,,szcn
10,300386,飞天诚信,飞天诚信科技股份有限公司,,szcn
10,300387,富邦股份,湖北富邦科技股份有限公司,,szcn
10,300388,国祯环保,安徽国祯环保节能科技股份有限公司,,szcn
10,300389,艾比森,深圳市艾比森光电股份有限公司,,szcn
10,300390,天华超净,苏州天华超净科技股份有限公司,,szcn
10,300391,康跃科技,康跃科技股份有限公司,,szcn
10,300392,腾信股份,北京腾信创新网络营销技术股份有限公司,,szcn
10,300393,中来股份,苏州中来光伏新材股份有限公司,,szcn
10,300394,天孚通信,苏州天孚光通信股份有限公司,,szcn
10,300395,菲利华,湖北菲利华石英玻璃股份有限公司,,szcn
10,300396,迪瑞医疗,长春迪瑞医疗科技股份有限公司,,szcn
10,300397,天和防务,西安天和防务技术股份有限公司,,szcn
10,300398,飞凯材料,上海飞凯光电材料股份有限公司,,szcn
10,300399,京天利,北京无线天利移动信息技术股份有限公司,,szcn
10,300400,劲拓股份,深圳市劲拓自动化设备股份有限公司,,szcn
10,300401,花园生物,浙江花园生物高科股份有限公司,,szcn
10,300402,宝色股份,南京宝色股份公司,,szcn
10,300403,地尔汉宇,江门市地尔汉宇电器股份有限公司,,szcn
10,300404,博济医药,广州博济医药生物技术股份有限公司,,szcn
10,300405,科隆精化,辽宁科隆精细化工股份有限公司,,szcn
10,300406,九强生物,北京九强生物技术股份有限公司,,szcn
10,300407,凯发电气,天津凯发电气股份有限公司,,szcn
10,300408,三环集团,潮州三环(集团)股份有限公司,,szcn
10,300409,道氏技术,广东道氏技术股份有限公司,,szcn
10,300410,正业科技,广东正业科技股份有限公司,,szcn
10,300411,金盾股份,浙江金盾风机股份有限公司,,szcn
10,300412,迦南科技,浙江迦南科技股份有限公司,,szcn
10,300413,快乐购,快乐购物股份有限公司,,szcn
10,300414,中光防雷,四川中光防雷科技股份有限公司,,szcn
10,300415,伊之密,广东伊之密精密机械股份有限公司,,szcn
10,300416,苏试试验,苏州苏试试验仪器股份有限公司,,szcn
10,300417,南华仪器,佛山市南华仪器股份有限公司,,szcn
10,300418,昆仑万维,北京昆仑万维科技股份有限公司,,szcn
10,300419,浩丰科技,北京浩丰创源科技股份有限公司,,szcn
10,300420,五洋科技,徐州五洋科技股份有限公司,,szcn
10,300421,力星股份,江苏力星通用钢球股份有限公司,,szcn
10,300422,博世科,广西博世科环保科技股份有限公司,,szcn
10,300423,鲁亿通,山东鲁亿通智能电气股份有限公司,,szcn
10,300424,航新科技,广州航新航空科技股份有限公司,,szcn
10,300425,环能科技,四川环能德美科技股份有限公司,,szcn
10,300426,唐德影视,浙江唐德影视股份有限公司,,szcn
10,300427,红相电力,厦门红相电力设备股份有限公司,,szcn
10,300428,四通新材,河北四通新型金属材料股份有限公司,,szcn
10,300429,强力新材,常州强力电子新材料股份有限公司,,szcn
10,300430,诚益通,北京诚益通控制工程科技股份有限公司,,szcn
10,300431,暴风集团,暴风集团股份有限公司,,szcn
10,300432,富临精工,绵阳富临精工机械股份有限公司,,szcn
10,300433,蓝思科技,蓝思科技股份有限公司,,szcn
10,300434,金石东方,四川金石东方新材料设备股份有限公司,,szcn
10,300435,中泰股份,杭州中泰深冷技术股份有限公司,,szcn
10,300436,广生堂,福建广生堂药业股份有限公司,,szcn
10,300437,清水源,河南清水源科技股份有限公司,,szcn
10,300438,鹏辉能源,广州鹏辉能源科技股份有限公司,,szcn
10,300439,美康生物,宁波美康生物科技股份有限公司,,szcn
10,300440,运达科技,成都运达科技股份有限公司,,szcn
10,300441,鲍斯股份,宁波鲍斯能源装备股份有限公司,,szcn
10,300442,普丽盛,上海普丽盛包装股份有限公司,,szcn
10,300443,金雷风电,山东莱芜金雷风电科技股份有限公司,,szcn
10,300444,双杰电气,北京双杰电气股份有限公司,,szcn
10,300445,康斯特,北京康斯特仪表科技股份有限公司,,szcn
10,300446,乐凯新材,保定乐凯新材料股份有限公司,,szcn
10,300447,全信股份,南京全信传输科技股份有限公司,,szcn
10,300448,浩云科技,浩云科技股份有限公司,,szcn
10,300449,汉邦高科,北京汉邦高科数字技术股份有限公司,,szcn
10,300450,先导智能,无锡先导智能装备股份有限公司,,szcn
10,300451,创业软件,创业软件股份有限公司,,szcn
10,300452,山河药辅,安徽山河药用辅料股份有限公司,,szcn
10,300453,三鑫医疗,江西三鑫医疗科技股份有限公司,,szcn
10,300455,康拓红外,北京康拓红外技术股份有限公司,,szcn
10,300456,耐威科技,北京耐威科技股份有限公司,,szcn
10,300457,赢合科技,深圳市赢合科技股份有限公司,,szcn
10,300458,全志科技,珠海全志科技股份有限公司,,szcn
10,300459,金科娱乐,浙江金科娱乐文化股份有限公司,,szcn
10,300460,惠伦晶体,广东惠伦晶体科技股份有限公司,,szcn
10,300461,田中精机,浙江田中精机股份有限公司,,szcn
10,300462,华铭智能,上海华铭智能终端设备股份有限公司,,szcn
10,300463,迈克生物,四川迈克生物科技股份有限公司,,szcn
10,300464,星徽精密,广东星徽精密制造股份有限公司,,szcn
10,300465,高伟达,高伟达软件股份有限公司,,szcn
10,300466,赛摩电气,赛摩电气股份有限公司,,szcn
10,300467,迅游科技,四川迅游网络科技股份有限公司,,szcn
10,300468,四方精创,深圳四方精创资讯股份有限公司,,szcn
10,300469,信息发展,上海中信信息发展股份有限公司,,szcn
10,300470,日机密封,四川日机密封件股份有限公司,,szcn
10,300471,厚普股份,成都华气厚普机电设备股份有限公司,,szcn
10,300472,新元科技,北京万向新元科技股份有限公司,,szcn
10,300473,德尔股份,阜新德尔汽车部件股份有限公司,,szcn
10,300474,景嘉微,长沙景嘉微电子股份有限公司,,szcn
10,300475,聚隆科技,安徽聚隆传动科技股份有限公司,,szcn
10,300476,胜宏科技,胜宏科技(惠州)股份有限公司,,szcn
10,300477,合纵科技,北京合纵科技股份有限公司,,szcn
10,300478,杭州高新,杭州高新橡塑材料股份有限公司,,szcn
10,300479,神思电子,神思电子技术股份有限公司,,szcn
10,300480,光力科技,郑州光力科技股份有限公司,,szcn
10,300481,濮阳惠成,濮阳惠成电子材料股份有限公司,,szcn
10,300482,万孚生物,广州万孚生物技术股份有限公司,,szcn
10,300483,沃施股份,上海沃施园艺股份有限公司,,szcn
10,300484,蓝海华腾,深圳市蓝海华腾技术股份有限公司,,szcn
10,300485,赛升药业,北京赛升药业股份有限公司,,szcn
10,300486,东杰智能,山西东杰智能物流装备股份有限公司,,szcn
10,300487,蓝晓科技,西安蓝晓科技新材料股份有限公司,,szcn
10,300488,恒锋工具,恒锋工具股份有限公司,,szcn
10,300489,中飞股份,哈尔滨中飞新技术股份有限公司,,szcn
10,300490,华自科技,华自科技股份有限公司,,szcn
10,300491,通合科技,石家庄通合电子科技股份有限公司,,szcn
10,300492,山鼎设计,四川山鼎建筑工程设计股份有限公司,,szcn
10,300493,润欣科技,上海润欣科技股份有限公司,,szcn
10,300494,盛天网络,湖北盛天网络技术股份有限公司,,szcn
10,300495,美尚生态,美尚生态景观股份有限公司,,szcn
10,300496,中科创达,中科创达软件股份有限公司,,szcn
10,300497,富祥股份,江西富祥药业股份有限公司,,szcn
10,300498,温氏股份,广东温氏食品集团股份有限公司,,szcn
10,300499,高澜股份,广州高澜节能技术股份有限公司,,szcn
10,300500,苏州设计,苏州设计研究院股份有限公司,,szcn
10,300501,海顺新材,上海海顺新型药用包装材料股份有限公司,,szcn
10,300502,新易盛,成都新易盛通信技术股份有限公司,,szcn
10,300503,昊志机电,广州市昊志机电股份有限公司,,szcn
10,300505,川金诺,昆明川金诺化工股份有限公司,,szcn
10,300506,名家汇,深圳市名家汇科技股份有限公司,,szcn
10,300507,苏奥传感,江苏奥力威传感高科股份有限公司,,szcn
10,300508,维宏股份,上海维宏电子科技股份有限公司,,szcn
10,300509,新美星,江苏新美星包装机械股份有限公司,,szcn
10,300510,金冠电气,吉林省金冠电气股份有限公司,,szcn
10,300511,雪榕生物,上海雪榕生物科技股份有限公司,,szcn
10,300512,中亚股份,杭州中亚机械股份有限公司,,szcn
10,300513,恒泰实达,北京恒泰实达科技股份有限公司,,szcn
10,300515,三德科技,湖南三德科技股份有限公司,,szcn
10,300516,久之洋,湖北久之洋红外系统股份有限公司,,szcn
10,300517,海波重科,海波重型工程科技股份有限公司,,szcn
10,300518,盛讯达,深圳市盛讯达科技股份有限公司,,szcn
10,300519,新光药业,浙江新光药业股份有限公司,,szcn
10,300520,科大国创,科大国创软件股份有限公司,,szcn
10,300521,爱司凯,广州市爱司凯科技股份有限公司,,szcn
10,300522,世名科技,苏州世名科技股份有限公司,,szcn
10,300523,辰安科技,北京辰安科技股份有限公司,,szcn
10,300525,博思软件,福建博思软件股份有限公司,,szcn
10,300526,中潜股份,中潜股份有限公司,,szcn
10,300527,华舟应急,湖北华舟重工应急装备股份有限公司,,szcn
10,300528,幸福蓝海,幸福蓝海影视文化集团股份有限公司,,szcn
10,300529,健帆生物,珠海健帆生物科技股份有限公司,,szcn
10,300530,达志科技,广东达志环保科技股份有限公司,,szcn
10,300531,优博讯,深圳市优博讯科技股份有限公司,,szcn
10,300532,今天国际,深圳市今天国际物流技术股份有限公司,,szcn
10,300533,冰川网络,深圳冰川网络股份有限公司,,szcn
10,300535,达威股份,四川达威科技股份有限公司,,szcn
10,300537,广信材料,江苏广信感光新材料股份有限公司,,szcn
10,300538,同益股份,深圳市同益实业股份有限公司,,szcn
10,300539,横河模具,宁波横河模具股份有限公司,,szcn
10,300540,深冷股份,成都深冷液化设备股份有限公司,,szmb
10,600000,浦发银行,上海浦东发展银行股份有限公司,,shmb
10,600001,邯郸钢铁,邯郸钢铁股份有限公司,,shmb
10,600002,齐鲁石化,中国石化齐鲁股份有限公司,,shmb
10,600003,ST 东北高,东北高速公路股份有限公司,,shmb
10,600004,白云机场,广州白云国际机场股份有限公司,,shmb
10,600005,武钢股份,武汉钢铁股份有限公司,,shmb
10,600006,东风汽车,东风汽车股份有限公司,,shmb
10,600007,中国国贸,中国国际贸易中心股份有限公司,,shmb
10,600008,首创股份,北京首创股份有限公司,,shmb
10,600009,上海机场,上海国际机场股份有限公司,,shmb
10,600010,包钢股份,内蒙古包钢钢联股份有限公司,,shmb
10,600011,华能国际,华能国际电力股份有限公司,,shmb
10,600012,皖通高速,安徽皖通高速公路股份有限公司,,shmb
10,600015,华夏银行,华夏银行股份有限公司,,shmb
10,600016,民生银行,中国民生银行股份有限公司,,shmb
10,600017,日照港,日照港股份有限公司,,shmb
10,600018,上港集团,上海国际港务(集团)股份有限公司,,shmb
10,600019,宝钢股份,宝山钢铁股份有限公司,,shmb
10,600020,中原高速,河南中原高速公路股份有限公司,,shmb
10,600021,上海电力,上海电力股份有限公司,,shmb
10,600022,山东钢铁,山东钢铁股份有限公司,,shmb
10,600023,浙能电力,浙江浙能电力股份有限公司,,shmb
10,600026,中海发展,中海发展股份有限公司,,shmb
10,600027,华电国际,华电国际电力股份有限公司,,shmb
10,600028,中国石化,中国石油化工股份有限公司,,shmb
10,600029,南方航空,中国南方航空股份有限公司,,shmb
10,600030,中信证券,中信证券股份有限公司,,shmb
10,600031,三一重工,三一重工股份有限公司,,shmb
10,600033,福建高速,福建发展高速公路股份有限公司,,shmb
10,600035,楚天高速,湖北楚天高速公路股份有限公司,,shmb
10,600036,招商银行,招商银行股份有限公司,,shmb
10,600037,歌华有线,北京歌华有线电视网络股份有限公司,,shmb
10,600038,中直股份,中航直升机股份有限公司,,shmb
10,600039,四川路桥,四川路桥建设集团股份有限公司,,shmb
10,600048,保利地产,保利房地产(集团)股份有限公司,,shmb
10,600050,中国联通,中国联合网络通信股份有限公司,,shmb
10,600051,宁波联合,宁波联合集团股份有限公司,,shmb
10,600052,浙江广厦,浙江广厦股份有限公司,,shmb
10,600053,九鼎投资,昆吾九鼎投资控股股份有限公司,,shmb
10,600054,黄山旅游,黄山旅游发展股份有限公司,,shmb
10,600055,华润万东,华润万东医疗装备股份有限公司,,shmb
10,600056,中国医药,中国医药健康产业股份有限公司,,shmb
10,600057,象屿股份,厦门象屿股份有限公司,,shmb
10,600058,五矿发展,五矿发展股份有限公司,,shmb
10,600059,古越龙山,浙江古越龙山绍兴酒股份有限公司,,shmb
10,600060,海信电器,青岛海信电器股份有限公司,,shmb
10,600061,国投安信,国投安信股份有限公司,,shmb
10,600062,华润双鹤,北京双鹤药业股份有限公司,,shmb
10,600063,皖维高新,安徽皖维高新材料股份有限公司,,shmb
10,600064,南京高科,南京高科股份有限公司,,shmb
10,600065,*ST 联谊,大庆联谊石化股份有限公司,,shmb
10,600066,宇通客车,郑州宇通客车股份有限公司,,shmb
10,600067,冠城大通,冠城大通股份有限公司,,shmb
10,600068,葛洲坝,中国葛洲坝集团股份有限公司,,shmb
10,600069,银鸽投资,河南银鸽实业投资股份有限公司,,shmb
10,600070,浙江富润,浙江富润股份有限公司,,shmb
10,600071,凤凰光学,凤凰光学股份有限公司,,shmb
10,600072,钢构工程,中船钢构工程股份有限公司,,shmb
10,600073,上海梅林,上海梅林正广和股份有限公司,,shmb
10,600074,保千里,江苏保千里视像科技集团股份有限公司,,shmb
10,600075,新疆天业,新疆天业股份有限公司,,shmb
10,600076,康欣新材,康欣新材料股份有限公司,,shmb
10,600077,宋都股份,宋都基业投资股份有限公司,,shmb
10,600078,澄星股份,江苏澄星磷化工股份有限公司,,shmb
10,600079,人福医药,人福医药集团股份公司,,shmb
10,600080,金花股份,金花企业(集团)股份有限公司,,shmb
10,600081,东风科技,东风电子科技股份有限公司,,shmb
10,600082,海泰发展,天津海泰科技发展股份有限公司,,shmb
10,600083,博信股份,广东博信投资控股股份有限公司,,shmb
10,600084,中葡股份,中信国安葡萄酒业股份有限公司,,shmb
10,600085,同仁堂,北京同仁堂股份有限公司,,shmb
10,600086,东方金钰,东方金钰股份有限公司,,shmb
10,600087,*ST 长油,中国长江航运集团南京油运股份有限公司,,shmb
10,600088,中视传媒,中视传媒股份有限公司,,shmb
10,600089,特变电工,特变电工股份有限公司,,shmb
10,600090,同济堂,新疆同济堂健康产业股份有限公司,,shmb
10,600091,ST 明科,包头明天科技股份有限公司,,shmb
10,600092,S*ST 精密,陕西精密合金股份有限公司,,shmb
10,600093,禾嘉股份,四川禾嘉股份有限公司,,shmb
10,600094,大名城,上海大名城企业股份有限公司,,shmb
